id,name,lat,lon,borough,description
145,Greenwood Heights,40.659,-74,Brooklyn,"Greenwood Heights is a neighborhood in the New York City borough of Brooklyn, named partially after the adjacent Green-Wood Cemetery. Greenwood Heights is a part of Brooklyn Community District 7 along with Windsor Terrace, Sunset Park and South Slope. The much-debated borders are, roughly, the Prospect Expressway to the north, Gowanus Canal and Upper New York Bay to the west, Eighth Avenue to the east, and 39th Street to the south (along the southern boundary of the Green-Wood Cemetery and northern boundary of the 36th-38th Street Yard and South Brooklyn Railway).Greenwood Heights, originally considered to be located within South Brooklyn, was incorporated into Sunset Park in the 1960s. A separate designation for the neighborhood was created by the 1980s. Today, Greenwood Heights overlaps with both Sunset Park and South Slope.
Greenwood Heights is a mixed neighborhood of Hispanics, older Polish American and Italian American families, Chinese, African American, and middle class Brooklynites who have relocated from other higher-priced neighborhoods."
146,Manhattan Beach,40.578,-73.944,Brooklyn,"Manhattan Beach is a residential neighborhood in the New York City borough of Brooklyn. It is bounded by the Atlantic Ocean to the south and east, by Sheepshead Bay on the north, and Brighton Beach to the west. Traditionally known as an Italian and Ashkenazi Jewish neighborhood, it is also home to a sizable community of Sephardi Jews and a large Russian Jewish immigrant presence.
Manhattan Beach is part of Brooklyn Community District 15 and its primary ZIP Code is 11235. It is patrolled by the 61st Precinct of the New York City Police Department. Politically it is represented by the New York City Council's 48th District. The area is also represented by the Manhattan Beach Community Group, established in 1941, and the Manhattan Beach Neighborhood Association, established in 2008."
147,Marine Park,40.598,-73.92,Brooklyn,"Marine Park is a neighborhood in the New York City borough of Brooklyn. The neighborhood lies between Flatlands and Mill Basin to the east, and Gerritsen Beach, Midwood, and Sheepshead Bay to the south and west. It is mostly squared off in area by Gerritsen Avenue, Flatbush Avenue, Avenue U and Kings Highway. The neighborhood's eponymous park is the largest public park in Brooklyn. Charles Downing Lay won a silver medal in town planning at the 1936 Olympics for the planning of Marine Park.Marine Park is largely inhabited by ethnic groups such as Italians, Irish, Greeks, and Jews. The area is part of Brooklyn Community Board 18."
148,Midwood,40.623,-73.962,Brooklyn,"Midwood is a neighborhood in the south-central part of the New York City borough of Brooklyn. It is bounded on the north by the Bay Ridge Branch tracks just above Avenue I and by the Brooklyn College campus of the City University of New York, and on the south by Avenue P and Kings Highway. The eastern border consists of parts of Nostrand Avenue, Flatbush Avenue, and Coney Island Avenue; parts of McDonald Avenue and Ocean Parkway mark the western boundary.Midwood is part of Brooklyn Community District 14 and its primary ZIP Codes are 11210 and 11230. It is patrolled by the 70th Precinct of the New York City Police Department. Politically, Midwood is represented by the New York City Council's 44th, 45th, and 48th Districts."
149,Mill Basin,40.61,-73.911,Brooklyn,"Mill Basin is a residential neighborhood in the southeastern part of Brooklyn, New York City. It is located on a peninsula abutting Jamaica Bay and is bordered by Avenue U on the northwest and the Mill Basin/Mill Island Inlet on its remaining sides. Mill Basin is adjacent to the neighborhood of Bergen Beach to the northeast, Flatlands to the northwest, Marine Park to the southwest, and Floyd Bennett Field and the former Barren Island to the southeast. Mill Basin also contains a subsection called Old Mill Basin, north of Avenue U.
Mill Basin was originally Mill Island, located in Jamaica Bay. In the 17th century, a mill was built on Mill, Bergen, and Barren Islands. The archipelago was then occupied by the Schenck and Crooke families through the late 19th century, and remained a mostly rural area with oyster fishing. After Robert Crooke developed a smelting plant on Mill Island in 1890, industrial customers started developing the island and connected it to the rest of Brooklyn. In an effort to develop Mill Basin as a seaport district, ports and dry docks were built in the early 20th century, though a lack of railroad connections hindered the area's further growth. Residential development began in the 1950s, along with much of the rest of southeast Brooklyn, though some of the former industrial buildings remain.
Mill Basin has some of the most luxurious houses in New York City, though it also contains commercial and industrial tenants, as well as the Kings Plaza shopping mall in the western part of the neighborhood. The area around Mill Basin consists of a mostly white population as of the 2010 United States Census, and is sparsely served by public transportation. Nearby recreational areas include Floyd Bennett Field, the first municipal airport in New York City, which is part of the Gateway National Recreation Area and is located just southeast of Mill Basin.
Mill Basin is part of Brooklyn Community District 18, and its primary ZIP Code is 11234. It is patrolled by the 63rd Precinct of the New York City Police Department."
150,Park Slope,40.672,-73.977,Brooklyn,"Park Slope is a neighborhood in northwestern Brooklyn, New York City, within the area once known as South Brooklyn. Park Slope is roughly bounded by Prospect Park and Prospect Park West to the east, Fourth Avenue to the west, Flatbush Avenue to the north, and Prospect Expressway to the south. Generally, the section from Flatbush Avenue to Garfield Place (the ""named streets"") is considered the ""North Slope"", the section from 1st through 9th Streets is considered the ""Center Slope"", and south of 10th Street, the ""South Slope"". The neighborhood takes its name from its location on the western slope of neighboring Prospect Park. Fifth Avenue and Seventh Avenue are its primary commercial streets, while its east-west side streets are lined with brownstones and apartment buildings.Park Slope was settled by the Lenape before Europeans arrived in the 17th century. The area was mostly farms and woods until the early 19th century, when the land was subdivided into rectangular parcels. The western section of the neighborhood was occupied in the mid-19th century, being located near the industrial Gowanus Canal and ferries. After the completion of Prospect Park, numerous mansions and rowhouses were developed in Park Slope's eastern section in the 1880s. Park Slope faced social and infrastructural decline in the mid-20th century, but the building stock was renovated after the area became gentrified starting in the 1960s. Much of the neighborhood is overlaid by the Park Slope Historic District, which is composed of a National Historic District and a New York City landmark district.
Park Slope features historic buildings, top-rated restaurants, bars, and shops, as well as proximity to Prospect Park, the Brooklyn Academy of Music, the Brooklyn Botanic Garden, the Brooklyn Museum, the Brooklyn Conservatory of Music, and the Central Library and Park Slope branches of the Brooklyn Public Library. The neighborhood had a population of about 62,200 as of the 2000 census. Park Slope is generally ranked as  one of New York City's most desirable neighborhoods.
Park Slope is part of Brooklyn Community District 6, and its primary ZIP Codes are 11215 and 11217. It is patrolled by the 78th Precinct of the New York City Police Department. Politically it is represented by the New York City Council's 33rd and 39th Districts."
151,Prospect Heights,40.67777778,-73.96944444,Brooklyn,"Prospect Heights is a neighborhood in the northwest of the New York City borough of Brooklyn. The traditional boundaries are Flatbush Avenue to the west, Atlantic Avenue to the north, Eastern Parkway – beginning at Grand Army Plaza – to the south, and Washington Avenue to the east. In the northern section of Prospect Heights are the Vanderbilt Rail Yards, built over as part of the Pacific Park (formerly Atlantic Yards) project. The Barclays Center, home to the NBA's Brooklyn Nets basketball team and part-time home to the NHL's New York Islanders ice hockey team, is located in the northwestern corner of the neighborhood in Pacific Park at Flatbush and Atlantic Avenues.
Compared to other Brooklyn neighborhoods, Prospect Heights is relatively small and is notable for its cultural diversity as well as its tree-lined streets. Prospect Heights has seen rapid demographic changes over the 2000s, and its shifts are exemplified by a mixture of older buildings under reconstruction, rows of classic 1890s brownstones, and newly built luxury condominiums. The neighborhood is served by the New York Police Department's 77th Precinct."
152,Prospect Park South,40.646111,-73.967222,Brooklyn,"Prospect Park South is a small neighborhood in Flatbush, Brooklyn, New York City, located south of Prospect Park. It is included within the  Prospect Park South Historic District, which was designated by the New York City Landmarks Preservation Commission in 1979 and listed on the National Register of Historic Places in 1983.  The historic district is bounded by Church Avenue to the north, the BMT Brighton Line (B and ​Q trains) of the New York City Subway to the east, Beverley Road to the south, and between Stratford Road and Coney Island Avenue to the west.Prospect Park South, along with other neighborhoods within Flatbush, is policed by the 70th Precinct of the New York City Police Department."
153,Kensington,40.638528,-73.973167,Brooklyn,"Kensington is a neighborhood in the central portion of the New York City borough of Brooklyn, located south of Prospect Park and the Green-Wood Cemetery. It is bordered by Coney Island Avenue to the east, Fort Hamilton Parkway and Caton Avenue to the north, McDonald Avenue and 36th Street to the west, and 18th Avenue to the south. The area south of 18th Avenue, extending to Foster Avenue, is called Parkville and is sometimes considered part of Kensington. The neighborhoods that border Kensington and Parkville are Ditmas Park and Prospect Park South to the east (both of which are parts of Flatbush), Windsor Terrace to the north, Borough Park to the west, and Midwood to the south.
Kensington is a predominantly residential area that consists of housing types that run the gamut from brick rowhouses to detached one-family Victorians to apartment buildings. Pre-war brick apartment buildings dominate the Ocean Parkway and Coney Island Avenue frontage, including many that operate as co-ops. The neighborhood has a diverse population with residents of many ethnicities. The main commercial streets are Coney Island Avenue, Church Avenue, Ditmas Avenue, and McDonald Avenue. Ocean Parkway bisects the neighborhood east-west. Kensington's ZIP Code is 11218 and it is served by the NYPD's 66th Precinct."
154,Red Hook,40.677,-74.011,Brooklyn,"Red Hook is a neighborhood in northwestern Brooklyn, New York City, New York, within the area once known as South Brooklyn. It is located on a peninsula projecting into the Upper New York Bay and is bounded by the Gowanus Expressway and the Carroll Gardens neighborhood on the northeast, Gowanus Canal on the east, and the Upper New York Bay on the west and south. A prosperous shipping and port area in the early 20th century, the area declined in the latter part of the century.
Red Hook is part of Brooklyn Community District 6, and its primary ZIP Code is 11231. It is patrolled by the 76th Precinct of the New York City Police Department. Politically, Red Hook is represented by the New York City Council's 38th District."
155,Sea Gate,40.57719444,-74.008025,Brooklyn,"Sea Gate is a private gated community at the far western end of Coney Island at the southwestern tip of the New York City borough of Brooklyn. Located on the portion of the Coney Island peninsula west of West 37th Street, it contains mostly single-family homes, some directly on Gravesend Bay."
156,Sheepshead Bay,40.582,-73.942,Brooklyn,"Sheepshead Bay is a neighborhood in southern Brooklyn, New York City. It is bounded by Ocean Parkway to the west; Avenue T and Kings Highway to the north; Nostrand Avenue and Gerritsen Avenue to the east; and the Atlantic Ocean to the south. Sheepshead Bay is abutted by the neighborhoods of Brighton Beach and Homecrest to the west; Midwood to the north; and Gerritsen Beach to the east.
The neighborhood is named after a bay that separates mainland Brooklyn from the eastern portion of Coney Island, which was originally one of the Outer Barrier islands but is now a peninsula. The mouth of the bay is about 1.0 mile (1.6 km) southwest of Marine Park.
Sheepshead Bay is part of Brooklyn Community District 15 and its primary ZIP Codes are 11229 and 11235. It is patrolled by the 61st Precinct of the New York City Police Department. Politically it is represented by the New York City Council's 46th and 48th Districts.

"
157,Sunset Park,40.64333333,-74.01444444,Brooklyn,"Sunset Park is a neighborhood in the southwestern part of the borough of Brooklyn in  New York City, bounded by Park Slope and Green-Wood Cemetery to the north, Borough Park to the east, Bay Ridge to the south, and Upper New York Bay to the west. The neighborhood is named after a 24.5-acre (9.9 ha) public park of the same name, located between 41st and 44th Streets and Fifth and Seventh Avenues. The region north of 36th Street is also known as Greenwood Heights or South Slope.
The area was initially occupied by the Canarsee Indians until the first European settlement occurred in 1636. Through the late 19th century, Sunset Park was sparsely developed, and it was considered to be part of Bay Ridge or South Brooklyn. The arrival of elevated railways and the subway led to Sunset Park's development, with many middle-class row houses and several industrial hubs being erected in the 1890s through the 1920s. After the decline of the industrial hubs in the 1940s and 1950s, the name ""Sunset Park"" was given to the region north of 65th Street as part of an urban renewal initiative. In addition, immigrant groups started moving to the neighborhood in the late 20th century, and the neighborhood's population was composed of Hispanics, Chinese, Indians, and Scandinavians by the 21st century.
Sunset Park is part of Brooklyn Community District 7. It is patrolled by the 72nd Precinct of the New York City Police Department. Fire services are provided by the New York City Fire Department's Engine Company 201 and Engine Company 228/Ladder Company 114. Politically, Sunset Park is represented by the New York City Council's 38th and 39th Districts."
158,Williamsburg,40.71,-73.96,Brooklyn,"Williamsburg is a neighborhood in the New York City borough of Brooklyn, bordered by Greenpoint to the north; Bedford–Stuyvesant to the south; Bushwick and East Williamsburg to the east; and the East River to the west. As of the 2010 United States Census, the neighborhood's population is 78,700.Since the late 1990s, Williamsburg has undergone gentrification characterized by a contemporary art scene, hipster culture, and vibrant nightlife that has projected its image internationally as a ""Little Berlin"". During the early 2000s, the neighborhood became a center for indie rock and electroclash. Numerous ethnic groups still inhabit enclaves within the neighborhood, including Italians, Jews, Hispanics, Poles, Puerto Ricans, and Dominicans.
Williamsburg is part of Brooklyn Community District 1, and its primary ZIP Codes are 11211 and 11206. It is patrolled by the 90th and 94th Precincts of the New York City Police Department. Politically, it is represented by the New York City Council's 33rd District, which represents the western and southern parts of the neighborhood, and the 34th District, which represents the eastern part."
159,Windsor Terrace,40.655,-73.979,Brooklyn,"Windsor Terrace is a small residential neighborhood in the central part of the New York City borough of Brooklyn. It is bounded by Prospect Park on the east and northeast, Park Slope at 8th Avenue on the northwest, Green-Wood Cemetery on the southwest, and Kensington at Caton Avenue on the south. As of the 2010 United States Census, Windsor Terrace had 20,988 people living within its 0.503-square-mile (1.30 km2) area.
Windsor Terrace is part of Brooklyn Community District 7 and its primary ZIP Codes are 11215 and 11218. It is patrolled by the 72nd Precinct of the New York City Police Department. Fire services are provided by Engine Company 240/Battalion 48 of the New York City Fire Department. Politically, Windsor Terrace is represented by the New York City Council's 38th and 39th Districts."
160,Annadale,40.54444444,-74.17638889,Staten Island,Annadale is a middle-class neighborhood on the South Shore of the borough of Staten Island in New York City.
161,Arden Heights,40.55472222,-74.18,Staten Island,"Arden Heights is a name increasingly applied to the western part of Annadale, a neighborhood located on the South Shore of Staten Island, New York, USA.  The name ""Arden Heights"" is found on most maps of New York City, including Hagstrom's.
Arden Heights is bordered by Annadale to the east, Huguenot to the south, the Arthur Kill to the west, and the Fresh Kills to the north."
162,Arrochar,40.59888889,-74.07222222,Staten Island,"Arrochar ( AR-oh-kar) is a neighborhood in northeastern Staten Island in New York City in the United States.  It is located directly inland of Fort Wadsworth and South Beach, on the east side of Hylan Boulevard south of the Staten Island Expressway; the community of Grasmere borders it on the west. It is today primarily a neighborhood of one- and two-family homes and small businesses."
163,Bulls Head,40.60722222,-74.1625,Staten Island,"Bulls Head is a neighborhood in west-central Staten Island, one of the five boroughs of New York City. It is bordered by New Springville to the south, Bloomfield to the west, Willowbrook to the east, Graniteville to the north, and Westerleigh to the north.
The community received its name from an 18th-century tavern located at the intersection of Victory Boulevard and Richmond Avenue (the neighborhood's central point), from which a sign bearing a bull's head was displayed. The Bulls Head area was also known as Phoenixville. During the American Revolution, this tavern became the local headquarters of the faction loyal to the British crown, or Tories, as they were colloquially known. As recently as the early 1960s, Bulls Head and the surrounding neighborhoods, such as Willowbrook to the east and Graniteville to the north, were dominated by farmland. Dramatic change came soon after the Verrazano-Narrows Bridge opened in 1964, opening up the area to residential development. Soon many Jewish families, mostly from the boroughs of Brooklyn and Queens, settled in Bulls Head and other west mid-island neighborhoods. A smaller number of Asian immigrants live in Bulls Head. Many of the residents are Italian Catholics served by Our Lady of Pity R.C. Church.Bulls Head's schools are the elementary school P.S. 60 and the intermediate school I.S. 72. Most of the residents are zoned for Port Richmond High School. The Todt Hill Library is nearby, at 2550 Victory Boulevard.
Bulls Head is served by the S44, S59, S62, S89, S92 and S94 local buses and the SIM4, SIM4C, SIM8, SIM8X, SIM32 and SIM33 express buses.As of the 2010 census, the demographics of Bulls Head were roughly 71.2% White, 2.3% Black, 15% Hispanic, 9.8% Asian, and 1.7% Other. This is defining Bulls Head as everything within the boundaries of Census Tracts 291.03, and 291.04, as well as the blocks north of Willowbrook Park in Tract 273.01.

"
164,Castleton Corners,40.61305556,-74.1225,Staten Island,"Castleton Corners (or Four Corners) is an upscale neighborhood of Staten Island, one of the five boroughs of New York City. It is in a region of the island often referred to as the North Shore, Staten Island."
165,Charleston,40.53694444,-74.23722222,Staten Island,"Charleston is a neighborhood, or section, of New York City's borough of Staten Island.  It is located on the island's South Shore, with Tottenville to the south, Pleasant Plains to the East, Rossville to the north, and the Arthur Kill to the west. The neighborhood is represented in the New York City Council by Joe Borelli  and in the New York State Senate by Andrew Lanza."
166,Clifton,40.62,-74.078,Staten Island,"Clifton  is a neighborhood on the North Shore of Staten Island in New York City, United States. It is an older waterfront neighborhood, facing Upper New York Bay on the east. It is bordered on the north by Stapleton, on the south by Rosebank, on the southwest by Concord, and on the west by Van Duzer Street."
167,Dongan Hills,40.589,-74.096,Staten Island,"Dongan Hills is a neighborhood located within the New York City borough of Staten Island. It is on the Island's East Shore. Dongan Hills is bounded by Laconia Avenue on the southeast, Jefferson Avenue on the southwest, Richmond Road on the northwest, and Old Town Road to the north. It is adjacent to New Dorp and Grant City to the southwest, Todt Hill to the northwest, Old Town/Concord to the northeast, and South Beach and Midland Beach to the southeast.
Dongan Hills is part of Staten Island Community District 2 and its ZIP Codes are 10304 and 10305. Dongan Hills is patrolled by the 122nd Precinct of the New York City Police Department."
168,Eltingville,40.53944444,-74.15638889,Staten Island,"Eltingville is a neighborhood in the Staten Island borough of New York City, United States. It is located on Staten Island's South Shore, immediately to the south of Great Kills and north of Annadale. The main commercial area of Eltingville extends down Richmond Avenue, with offshoots heading north on Amboy Road and Hylan Boulevard. Eltingville is represented in the New York State Senate by Andrew Lanza, in the New York State Assembly by Michael Reilly, and in the New York City Council by Joe Borelli."
169,Emerson Hill,40.60444444,-74.12666667,Staten Island,"Emerson Hill is the name of a hilly area, and the neighborhood upon which the hill is situated in Staten Island, New York, one of the five boroughs of New York City, United States.
A highly affluent community, the roads on Emerson Hill are technically private, and several gates are found at approaches to the enclave. Since the gates are seldom closed and are not staffed by security personnel, it does not qualify as a gated community. Emerson Hill is separated from its equally exclusive neighborhoods of Grymes Hill just north of the Staten Island Expressway, and Todt Hill — where private roads also exist — borders on the south.
The hill is named for Judge William Emerson — oldest brother of Ralph Waldo Emerson — who lived with his wife, Susan, and children William, Haven and Charles in a long, brown shingle house known as The Snuggery. Willie and Haven were tutored in 1843 by Henry David Thoreau, who lived with the Emersons from May through October. It was the only time in his adult life that Thoreau lived anywhere but Concord, Massachusetts.In 1971, two large mock Tudor homes at the end of Longfellow Avenue served as Casa Corleone for the filming of Francis Ford Coppola's classic movie The Godfather."
170,Graniteville,40.625,-74.14888889,Staten Island,"Graniteville is the name of a neighborhood in Staten Island, one of the five boroughs of New York City."
171,Grant City,40.57916667,-74.10805556,Staten Island,"Grant City is the name of a neighborhood located on the East Shore of Staten Island, New York City.
To the east of Grant City lies Midland Beach, and a high cliff to the west of Richmond Road separates Grant City from Todt Hill.  New Dorp is situated immediately south of Grant City. Dongan Hills is situated to the north."
172,Grasmere,40.605,-74.08777778,Staten Island,"Grasmere is the name of a neighborhood located on the East Shore of Staten Island, one of the five boroughs of New York City.  
Grasmere although crossed by major roads has retained its quiet suburban character.  The area and adjoining Concord was dotted with lakes and ponds similar to the English Lake District village of Grasmere. The name is often attributed to Sir Roderick Cameron, an American resident of Canadian descent who was knighted by Queen Victoria."
173,Concord,40.60833333,-74.08444444,Staten Island,"Concord is a neighborhood located in the borough of Staten Island in New York City, New York, United States.

Located in northeastern Staten Island, and bordered by the neighborhoods of Grasmere, Clifton, Dongan Hills, Emerson Hill, and Old Town, Concord was named Dutch Farms originally, but was renamed in 1845 after Concord, Massachusetts as a consequence of that town's historical significance. Early residents of Concord included Judge William Emerson (brother of Ralph Waldo Emerson and for whom nearby Emerson Hill is named) and Henry David Thoreau. In the early 19th Century, Concord had a dominant German immigrant population. Today, it is ethnically diverse.Concord currently consists of one-family homes, small apartment buildings, and condominiums. The neighborhood's center is traversed by some of the most heavily traveled roads on Staten Island, including Clove Road; Richmond Road; Targee Street; and the Staten Island Expressway.

Much property in Concord was condemned to make way for the Staten Island Expressway in the early 1960s; a principal east–west thoroughfare. Price Street is now a service road of the expressway and is known as Narrows Road North. In its first year of existence — 1961-62 — Monsignor Farrell High School used an annex of St. Sylvester's Elementary School in Concord while the construction of its permanent campus in Oakwood was being completed.
In 1985, Staten Island's first mosque opened in Concord; it later moved to Tompkinsville, however.  A small public alternative high school, named Concord High School, is located in the neighborhood, which is also home to a large medical arts complex (on Ralph Place) that had sprung up around the former Doctor's Hospital of Staten Island, which closed in 2003."
174,Great Kills,40.55,-74.151,Staten Island,"Great Kills is a neighborhood within the borough of Staten Island in New York City. It is located on the island's South Shore, and according to many local geographers, it is the South Shore's northernmost community. It is bordered by Richmondtown to the north, Bay Terrace to the east, Eltingville to the west, and Great Kills Harbor to the south.Kill is an archaic Dutch word with various popular translations, including ""creek"" and ""channel"". Indeed, many small streams dot the neighborhood, and the name can be interpreted as meaning that a great number of such streams can be found there.The neighborhood is represented in the New York State Senate by Great Kills resident Andrew Lanza, in the New York State Assembly by Michael Reilly and by Great Kills resident Nicole Malliotakis, and in the New York City Council by Joseph Borelli.  All four are members of the Republican Party.Great Kills is part of Staten Island Community District 3, and its ZIP Codes are 10308 and a small part of 10306. The neighborhood is patrolled by the 122nd Precinct of the New York City Police Department."
175,Grymes Hill,40.61799722,-74.0895,Staten Island,"Grymes Hill is a 374 feet (114 m) tall hill formed of serpentine rock on Staten Island, New York. It is the second highest natural point on the island and in the five boroughs of New York City. The neighborhood of the same name encompasses an area of 0.894 square miles and has a population of 8,263 people. The hill also includes parts of the Silver Lake neighborhood. The area includes part of zip codes 10301 and 10304."
176,Huguenot,40.53722222,-74.19444444,Staten Island,"Huguenot is a neighborhood on the South Shore of Staten Island, New York City.  Originally named ""Bloomingview"", it was later named for the Huguenots, led by Daniel Perrin, who settled in the area during the late 17th and early 18th centuries to escape religious persecution. Huguenot is bordered by Arden Heights to the north, Woodrow to the west, Prince's Bay to the south, and Annadale to the east.  The neighborhood is represented in the New York City Council by Joe Borelli, who was born and raised there. Huguenot is represented in the New York State Senate by Andrew Lanza and in the New York State Assembly by Michael Reilly"
177,Livingston,40.6425,-74.1093,Staten Island,"Livingston is a name sometimes applied to the northeastern portion of West Brighton, a neighborhood located on the North Shore of the New York City borough of Staten Island."
178,Manor Heights,40.60166667,-74.12055556,Staten Island,"Manor Heights is a neighborhood located in Staten Island, New York City.  Manor comes from the fact that the neighborhood is adjacent to Manor Road, a major thoroughfare in the North Shore of Staten Island, and Heights due to the area's sudden elevation within its boundaries.  The neighborhood's loose boundaries include the areas south of the Staten Island Expressway, north of Brielle Avenue, which is the location of Susan E. Wagner High School, to the west of Manor Road, and to the east of Bradley Avenue.
Locally, the neighborhood is sometimes considered an overlapping of the Willowbrook, Meiers Corners and Todt Hill sections of Staten Island.
The area quickly populated with the rapid growth of Staten Island's population caused by the opening of the Verrazano-Narrows Bridge among other factors.  The neighborhood consists of relatively small, one-family homes.  Manor Heights is the site of Susan E. Wagner High School, opened in 1968 to accommodate the island's growing population.  A residential complex for low-income seniors, operated by the Sisters of Charity, was later built on land adjacent to the high school. Manor Heights also includes Public School 54 which is located in Willowbrook Rd
Manor Heights is serviced by the S54, S57, S61 and S91 local buses and the SIM31, SIM32 and SIM33 express buses."
179,Mariners Harbor,40.63361111,-74.155,Staten Island,"Mariners Harbor is a neighborhood located in the northwestern part of New York City's borough of Staten Island. It is bordered by Lake Avenue to the east, Forest Avenue to the south, Richmond Terrace to the north, and Holland Avenue to the west. The northwestern section of Mariners Harbor is often known as Arlington."
180,Midland Beach,40.573,-74.094,Staten Island,"Midland Beach (formerly known as Woodland Beach) is a neighborhood of Staten Island in New York City. It lies along the east-central coast of the island, in the area known locally as the ""Mid-Island, Staten Island"" or the ""East Shore"".
To its immediate northwest is Grant City, to the southeast is New Dorp Beach, and to the northeast are Graham Beach and South Beach.  Miller Field and Prescott Avenue form the southwest border (formerly, a lane called Maplewood Terrace paralleled New Dorp Lane); Poultney Street/Laconia Avenue is to the northwest; the Lower New York Bay is to the southeast, and Seaview Avenue is to the northeast. Father Capodanno Boulevard and Midland Avenue are Midland Beach's two main arteries.
Midland Beach is part of Staten Island Community District 2 and its ZIP Codes are 10305 and 10306. Midland Beach is patrolled by the 122nd Precinct of the New York City Police Department."
181,New Brighton,40.643,-74.093,Staten Island,"New Brighton is a neighborhood located on the North Shore of Staten Island in New York City. The neighborhood comprises an older industrial and residential harbor front area along the Kill Van Kull west of St. George. New Brighton is bounded by Kill Van Kull on the north, Jersey Street on the east, Brighton and Castleton Avenues to the south, and Lafayette Avenue and Snug Harbor Cultural Center to the west. It is adjacent to St. George to the east, Tompkinsville  to the south, and West New Brighton to the west.
The village of New Brighton was incorporated in 1866 out of six wards of the town of Castleton. It originally stretched four miles (6.4 km) long and was two miles (3.2 km) wide, encompassing the entire northeast tip of the island from Tompkinsville to Snug Harbor, and included what is now St. George. The current neighborhood includes Hamilton Park, an enclave of Victorian homes built before the American Civil War. The surrounding area includes several older churches such as St. Peter's Church, the oldest Roman Catholic church on Staten Island. The original New Brighton Village Hall, constructed in 1871 on present Fillmore Street, was demolished in 2004. New Brighton public housing includes the Cassidy-Laffayette Houses and the Richmond Terrace Houses on Jersey Street.
New Brighton is part of Staten Island Community District 1 and its ZIP Codes are 10304 and 10301. New Brighton is patrolled by the 120th Precinct of the New York City Police Department."
182,New Dorp,40.574,-74.116,Staten Island,"New Dorp is a neighborhood on the East Shore of Staten Island, New York City, United States. New Dorp is bounded by Mill Road on the southeast, Tysens Lane on the southwest, Amboy and Richmond Roads on the northwest, and Bancroft Avenue on the northeast. It is adjacent to Oakwood to the southwest, Todt Hill to the northwest, Dongan Hills and Grant City, and Midland Beach and Miller Field to the southeast. New Dorp Beach, bordering to the east, is often listed on maps as a separate neighborhood from Mill Road to the shore of Lower New York Bay, but is generally considered to be a part of New Dorp.
One of the earliest European settlements in the New York City area, New Dorp was founded by Dutch settlers from the New Netherland colony, and the name is an anglicization of Nieuw Dorp, meaning ""New Village"" in Dutch. It was historically one of the most important towns on Staten Island, becoming a part of New York City in 1898 as part of the Borough of Richmond. In the 1960s New Dorp ceased to be a distinct town during New York City's suburbanization, where rapid housing development on Staten Island saw the town added to the city conurbation. Despite this, today New Dorp remains one of the main commercial and transport centers on Staten Island.
New Dorp is often associated with the Vanderbilt family, who had a notable presence in the area and many of whom are buried in the neighborhood at the Moravian Cemetery, the largest and oldest active cemetery on Staten Island.
New Dorp is part of Staten Island Community District 2 and its ZIP Code is 10306. New Dorp is patrolled by the 122nd Precinct of the New York City Police Department."
183,New Springville,40.59416667,-74.16222222,Staten Island,"New Springville is a neighborhood in Staten Island, one of the five boroughs of New York City, USA."
184,Oakwood,40.56027778,-74.12,Staten Island,"Oakwood is a neighborhood located in east central Staten Island, New York City, near the South Shore. It is bordered by Tysens Lane (north); the Atlantic Ocean (east); Great Kills Park (south); Kensico Street and Clarke Avenue (west).The neighborhood has a coastline on the Lower New York Bay; the coastal area is sometimes referred to as Oakwood Beach, and is the site of a sewage treatment facility.  Bordering this facility on the south is the Staten Island Unit of the Gateway National Recreation Area, also known locally (and formerly, officially) as Great Kills Park.
Oakwood's ZIP Code is 10306, served by a post office in New Dorp, the community's northern neighbor."
185,Pleasant Plains,40.52388889,-74.21555556,Staten Island,"Pleasant Plains is a neighborhood located on Staten Island, New York City, New York. It is bordered by Woodrow to the north, the Lower New York Bay to the south, Richmond Valley to the west, and Prince's Bay to the east.  The neighborhood is represented in the New York City Council by Joe Borelli.

Situated on the island's South Shore, Pleasant Plains has a population of 5,000 according to the 2000 census.  It was named by officials of the Staten Island Railroad Corporation, the original owners of what is now known as the MTA Staten Island Railway.  When the railroad line was extended to Tottenville in 1860, a station crossing Amboy Road approximately two miles north of Tottenville was named Pleasant Plains. Eventually, the name ""Pleasant Plains"" was applied to the community which soon sprung up around the station."
186,Port Richmond,40.634,-74.126,Staten Island,"Port Richmond is a neighborhood situated on the North Shore of Staten Island, a borough of New York City. Port Richmond is bounded by Kill van Kull on the north, Jewett Avenue on the east, Forest Avenue on the south, and the Bayonne Bridge on the west. It is adjacent to West New Brighton to the east, Westerleigh to the south, and Elm Park and Mariners Harbor to the west.
Formerly an independent village, it is one of the oldest neighborhoods on the island. In the 19th century it was an important transportation and industrial center of the island, but this role has vanished nearly completely, leaving a largely blue collar residential area bypassed by the shift of development of the island to its interior after the 1960s. The formerly bustling commercial center along Richmond Avenue (now Port Richmond Avenue) had been largely abandoned at the time, but many small businesses have opened in the area since the late 20th century.
Port Richmond is part of Staten Island Community District 1 and its ZIP Code is 10302. Port Richmond is patrolled by the 121st Precinct of the New York City Police Department."
187,Richmondtown,40.56888889,-74.13388889,Staten Island,"Richmondtown is a neighborhood in the Mid-Island section of Staten Island, New York City. It is bounded by Arthur Kill Road on the northwest, Richmond Road on the north, Amboy Road on the east and southeast, and the United Hebrew and Ocean View cemeteries on the southwest."
